Marca,Modelo,Precio,Provincia,Año,Kilometraje,Transmisión,Dirección,Motor,Tracción,Color,Combustible,Enlace
RENAULT,SANDERO DYNAMIC,7900.0,PICHINCHA,2009.0,193000.0,MANUAL,HIDRAULICA,1600.0,4x2,ROJO,GASOLINA,
RENAULT,SANDERO DYNAMIC,7900.0,PICHINCHA,2009.0,193000.0,MANUAL,ASISTIDA,1600.0,4x2,ROJO,GASOLINA,
RENAULT,SANDERO,6900.0,TUNGURAHUA,2010.0,275056.0,MANUAL,HIDRAULICA,1600.0,4x2,AZUL,GASOLINA,
RENAULT,LOGAN,7490.0,LOJA,2011.0,210000.0,AUTOMATICA,ELECTRONICA,2000.0,4x4,PLOMO,DIESEL,
RENAULT,LOGAN,7990.0,PICHINCHA,2013.0,121000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
RENAULT,LOGAN,8400.0,PICHINCHA,2014.0,118000.0,MANUAL,ASISTIDA,1400.0,4x2,PLOMO,GASOLINA,
RENAULT,LOGAN,8500.0,GALAPAGOS,2014.0,182000.0,MANUAL,ASISTIDA,3604.0,4x2,CELESTE,GASOLINA,
RENAULT,LOGAN,8400.0,PICHINCHA,2015.0,118000.0,MANUAL,ASISTIDA,1400.0,4x2,PLOMO,GASOLINA,
RENAULT,LOGAN,9990.0,PICHINCHA,2019.0,91142.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
VOLVO,XC90,13900.0,PICHINCHA,2010.0,155728.0,AUTOMATICA,HIDRAULICA,2500.0,4x4,PLOMO,GASOLINA,
RENAULT,KOLEOS,9900.0,PICHINCHA,2010.0,215260.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,PLOMO,GASOLINA,
RENAULT,KOLEOS,9900.0,PICHINCHA,2011.0,173000.0,CVT,HIDRAULICA,2500.0,4x4,AMARILLO,GASOLINA,
RENAULT,KOLEOS,9900.0,PICHINCHA,2011.0,247000.0,AUTOMATICA,ELECTRONICA,2000.0,4x4,PLOMO,GASOLINA,
RENAULT,SYMBOL,5300.0,PICHINCHA,2004.0,247189.0,MANUAL,HIDRAULICA,1400.0,4x2,PLOMO,GASOLINA,
RENAULT,SCENIC,6400.0,AZUAY,2002.0,295000.0,MANUAL,HIDRAULICA,1600.0,4x2,VINO,GASOLINA,
RENAULT,SCENIC,6400.0,AZUAY,2002.0,295000.0,MANUAL,HIDRAULICA,1600.0,4x2,VINO,GASOLINA,
RENAULT,SCENIC,6400.0,AZUAY,2002.0,295000.0,MANUAL,HIDRAULICA,1600.0,4x2,ROJO,GASOLINA,
RENAULT,SCENIC,5900.0,TUNGURAHUA,2004.0,402308.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,GASOLINA,
RENAULT,MEGANE,5900.0,PICHINCHA,2001.0,243685.0,MANUAL,HIDRAULICA,1600.0,4x2,AZUL,GASOLINA,
RENAULT,MEGANE,5000.0,PICHINCHA,2002.0,200000.0,MANUAL,HIDRAULICA,1600.0,4x2,ROJO,GASOLINA,
RENAULT,CLIO,6990.0,PICHINCHA,2007.0,222222.0,MANUAL,HIDRAULICA,1400.0,4x2,PLOMO,GASOLINA,
RENAULT,CLIO,6300.0,PICHINCHA,2008.0,196381.0,MANUAL,HIDRAULICA,1400.0,4x2,PLOMO,GASOLINA,
RENAULT,KOLEOS,6900.0,PICHINCHA,2011.0,247000.0,MULTITRONIC,ASISTIDA,4400.0,4x2,NEGRO,GASOLINA,
VOLKSWAGEN,POLO TRENDLINE,13500.0,COTOPAXI,2018.0,84000.0,AUTOMATICA,HIDRAULICA,2378.0,AWD,BLANCO,ELECTRICO,
VOLKSWAGEN,POLO TRENDLINE,13600.0,TUNGURAHUA,2018.0,71000.0,MANUAL,HIDRAULICA,1600.0,4x2,CREMA,GASOLINA,
RENAULT,KOLEOS,33500.0,PICHINCHA,2022.0,40117.0,AUTOMATICA,ASISTIDA,2500.0,4x4,AZUL,GASOLINA,
RENAULT,KOLEOS,33500.0,PICHINCHA,2022.0,21993.0,AUTOMATICA,HIDRAULICA,2500.0,4x4,NEGRO,GASOLINA,
VOLKSWAGEN,POLO TRENDLINE,12800.0,PICHINCHA,2018.0,92000.0,MANUAL,HIDRAULICA,1991.0,4x4,ROSADO,GASOLINA,
VOLVO,XC90,15777.0,PICHINCHA,2006.0,110600.0,TIPTRONIC,HIDRAULICA,3000.0,AWD,AZUL,GASOLINA,
VOLVO,S60,15800.0,PICHINCHA,2011.0,143758.0,MANUAL,HIDRAULICA,1600.0,4x4,BLANCO,GASOLINA,
VOLVO,S80,19900.0,PICHINCHA,2008.0,71000.0,AUTOMATICA,MECANICA,3200.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,AMAROK TDI,13900.0,PICHINCHA,2012.0,288000.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,VIRTUS,16900.0,PICHINCHA,2020.0,56000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,VIRTUS,15990.0,PICHINCHA,2020.0,56000.0,MANUAL,ASISTIDA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,VIRTUS,15990.0,PICHINCHA,2020.0,56000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,TRANSPORTER,19900.0,GUAYAS,2012.0,235000.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,DIESEL,
VOLKSWAGEN,POLO TRENDLINE,13600.0,TUNGURAHUA,2018.0,71000.0,MANUAL,HIDRAULICA,1600.0,4x2,AMARILLO,GASOLINA,
RENAULT,KWID,12900.0,PICHINCHA,2023.0,22000.0,MANUAL,ELECTRONICA,1000.0,4x2,ROJO,GASOLINA,
RENAULT,KWID,12900.0,PICHINCHA,2023.0,21000.0,MANUAL,ELECTRONICA,1000.0,4x2,ROJO,GASOLINA,
RENAULT,LOGAN EXPRESSION 1.6,12500.0,NAPO,2017.0,60000.0,MANUAL,HIDRAULICA,1600.0,4x2,VINO,GASOLINA,
RENAULT,TWINGO,3900.0,BOLIVAR,2002.0,280000.0,CVT,ELECTRONICA,3300.0,4x2,CELESTE,HIBRIDO,
RENAULT,TWINGO,4500.0,LOJA,2004.0,243450.0,MANUAL,MECANICA,1200.0,4x2,BLANCO,GASOLINA,
RENAULT,KOLEOS,22900.0,PICHINCHA,2020.0,27034.0,AUTOMATICA,MECANICA,2500.0,4x4,PLOMO,GASOLINA,
TOYOTA,HILUX CD,26000.0,IMBABURA,2015.0,155000.0,MANUAL,HIDRAULICA,2500.0,4x2,BLANCO,DIESEL,
VOLKSWAGEN,POLO TRENDLINE,12900.0,TUNGURAHUA,2018.0,83000.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,GASOLINA,
VOLKSWAGEN,POLO,12777.0,PICHINCHA,2017.0,62500.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,POLO,12800.0,PICHINCHA,2017.0,156479.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
RENAULT,LOGAN EXPRESSION 1.6,10900.0,PICHINCHA,2016.0,195811.0,MANUAL,HIDRAULICA,1600.0,4x2,NEGRO,GASOLINA,
RENAULT,LOGAN EXPRESSION 1.6,10900.0,PICHINCHA,2017.0,86000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
RENAULT,LOGAN EXPRESSION 1.6,10500.0,CHIMBORAZO,2021.0,118000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
RENAULT,KWID,12400.0,PICHINCHA,2023.0,15320.0,MANUAL,MECANICA,1000.0,4x2,ROJO,GASOLINA,
RENAULT,KWID,12400.0,PICHINCHA,2023.0,17372.0,MANUAL,HIDRAULICA,1000.0,AWD,PLOMO,GASOLINA,
VOLKSWAGEN,JETTA,14990.0,PICHINCHA,2017.0,118000.0,MANUAL,HIDRAULICA,2000.0,4x2,NEGRO,GASOLINA,
VOLKSWAGEN,JETTA,13000.0,PICHINCHA,2016.0,142468.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
TOYOTA,HILUX CD,28900.0,CHIMBORAZO,2015.0,72300.0,MANUAL,HIDRAULICA,2700.0,4x4,BLANCO,GASOLINA,
TOYOTA,HILUX CD,25800.0,GUAYAS,2020.0,95876.0,MANUAL,HIDRAULICA,2700.0,4x2,BLANCO,GASOLINA,
VOLKSWAGEN,JETTA,14900.0,PICHINCHA,2016.0,142468.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,NEW JETTA,12900.0,PICHINCHA,2014.0,138000.0,MANUAL,HIDRAULICA,2500.0,4x2,NEGRO,GASOLINA,
VOLKSWAGEN,NEW JETTA,12990.0,PICHINCHA,2014.0,145499.0,AUTOMATICA,ASISTIDA,2500.0,4x2,ROJO,GASOLINA,
VOLKSWAGEN,JETTA 2500,13490.0,PICHINCHA,2014.0,144659.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,ROJO,GASOLINA,
VOLKSWAGEN,NEW JETTA,13990.0,PICHINCHA,2014.0,113250.0,MANUAL,HIDRAULICA,2500.0,4x2,CREMA,GASOLINA,
VOLKSWAGEN,JETTA EUROPA 2.0,13500.0,MORONA SANTIAGO,2011.0,73000.0,MANUAL,ELECTRONICA,3497.0,AWD,ROSADO,GASOLINA,
VOLKSWAGEN,POLO TRACK,16900.0,PICHINCHA,2024.0,30100.0,MANUAL,ASISTIDA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,POLO TRACK,16900.0,PICHINCHA,2024.0,30100.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,POLO TRENDLINE,15990.0,PICHINCHA,2022.0,39000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,POLO,17300.0,GALAPAGOS,2022.0,31000.0,SPEEDTRONIC,ASISTIDA,1300.0,4x2,BLANCO,HIBRIDO,
VOLKSWAGEN,POLO,15900.0,PICHINCHA,2021.0,40000.0,MANUAL,ELECTRONICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,POLO TRENDLINE,15900.0,PICHINCHA,2021.0,40000.0,MANUAL,ELECTRONICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,JETTA 2500,16800.0,TUNGURAHUA,2018.0,82500.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,GOLF,19900.0,PICHINCHA,2013.0,69000.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,ROJO,GASOLINA,
VOLVO,V60,24900.0,PICHINCHA,2018.0,49000.0,SECUENCIAL,HIDRAULICA,1500.0,4x2,NEGRO,GASOLINA,
VOLKSWAGEN,T-CROSS TRENDLINE,19600.0,PICHINCHA,2021.0,82500.0,MANUAL,ELECTRONICA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,T-CROSS TRENDLINE,19900.0,GUAYAS,2022.0,40593.0,MANUAL,ASISTIDA,1600.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,T-CROSS CONFORTLINE AC,20990.0,ESMERALDAS,2022.0,27000.0,DSG,ASISTIDA,1206.0,4x4,NARANJA,ELECTRICO,
VOLKSWAGEN,T-CROSS TRENDLINE,20900.0,PICHINCHA,2021.0,28000.0,MANUAL,ELECTRONICA,1600.0,4x2,BLANCO,GASOLINA,
VOLKSWAGEN,T-CROSS TRENDLINE,21900.0,COTOPAXI,2023.0,28000.0,MANUAL,MECANICA,2384.0,4x2,PLOMO,GASOLINA,
PEUGEOT,207 COMPACT,7990.0,PICHINCHA,2009.0,114000.0,MANUAL,HIDRAULICA,1400.0,4x2,PLOMO,GASOLINA,
PEUGEOT,207 COMPACT,8900.0,PICHINCHA,2011.0,178963.0,MANUAL,HIDRAULICA,1400.0,4x2,NEGRO,GASOLINA,
PEUGEOT,207 COMPACT,7800.0,PICHINCHA,2012.0,185000.0,MANUAL,HIDRAULICA,1400.0,4x2,PLOMO,GASOLINA,
PEUGEOT,BERLINA 206 XS,7900.0,PICHINCHA,2006.0,198895.0,MANUAL,HIDRAULICA,1600.0,4x2,CELESTE,GASOLINA,
PEUGEOT,BERLINA  607 IVOIRE,9900.0,PICHINCHA,2004.0,134552.0,AUTOMATICA,HIDRAULICA,3000.0,4x2,AZUL,GASOLINA,
MITSUBISHI,MONTERO 5P,8800.0,PICHINCHA,2002.0,210000.0,AUTOMATICA,ASISTIDA,2400.0,4x4,ROJO,HIBRIDO,
MITSUBISHI,MONTERO 5P,8800.0,PICHINCHA,2002.0,210000.0,AUTOMATICA,ASISTIDA,2500.0,4x4,ROJO,GASOLINA,
MITSUBISHI,MONTERO 5P,9500.0,GUAYAS,2002.0,279622.0,TIPTRONIC,HIDRAULICA,3500.0,4x4,PLOMO,GASOLINA,
MITSUBISHI,MONTERO 5P,9790.0,PICHINCHA,2002.0,333000.0,AUTOMATICA,HIDRAULICA,3000.0,4x4,BLANCO,GASOLINA,
PEUGEOT,BERLINA 206 XT 5P,7800.0,PICHINCHA,2007.0,220000.0,MANUAL,HIDRAULICA,1600.0,4x2,AMARILLO,GASOLINA,
MITSUBISHI,OUTLANDER,8300.0,PICHINCHA,2006.0,261965.0,AUTOMATICA,HIDRAULICA,2400.0,4x2,BLANCO,GASOLINA,
PEUGEOT,BERLINA 206 CONFORT,8500.0,PICHINCHA,2008.0,137411.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
PEUGEOT,3008,9900.0,LOS RIOS,2012.0,140000.0,ECVT,MECANICA,1969.0,AWD,ROJO,GASOLINA,
PEUGEOT,3008,9900.0,PICHINCHA,2012.0,140000.0,MANUAL,MECANICA,5300.0,4x4,ROJO,GASOLINA,
NISSAN,X-TRAIL CLASSIC,8500.0,PICHINCHA,2010.0,205754.0,AUTOMATICA,ASISTIDA,2500.0,4x2,BLANCO,GASOLINA,
NISSAN,PATHFINDER,8300.0,PICHINCHA,2002.0,336266.0,AUTOMATICA,HIDRAULICA,3500.0,4x4,AMARILLO,GASOLINA,
NISSAN,X-TRAIL CLASSIC,9900.0,PICHINCHA,2012.0,181815.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,CREMA,GASOLINA,
NISSAN,X-TRAIL,9900.0,PICHINCHA,2011.0,207000.0,AUTOMATICA,MECANICA,2500.0,4x4,CREMA,GASOLINA,
NISSAN,X-TRAIL CLASSIC,9490.0,PICHINCHA,2009.0,209000.0,AUTOMATICA,HIDRAULICA,2500.0,4x2,CREMA,GASOLINA,
NISSAN,X-TRAIL,7900.0,PICHINCHA,2002.0,209000.0,AUTOMATICA,HIDRAULICA,2000.0,4x4,PLOMO,GASOLINA,
NISSAN,X-TRAIL,8500.0,PICHINCHA,2003.0,256000.0,AUTOMATICA,HIDRAULICA,2500.0,4x4,AZUL,GASOLINA,
NISSAN,SENTRA 2.0 MT,9600.0,GUAYAS,2013.0,132000.0,MANUAL,HIDRAULICA,2000.0,4x2,ROJO,GASOLINA,
NISSAN,SENTRA,9600.0,GUAYAS,2013.0,132000.0,MANUAL,HIDRAULICA,2000.0,4x2,ROJO,GASOLINA,
NISSAN,SENTRA,8700.0,PICHINCHA,2010.0,120000.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
NISSAN,PATROL GRX 4X4,8500.0,EL ORO,2001.0,346438.0,AUTOMATICA,HIDRAULICA,4000.0,4x4,AZUL,GASOLINA,
NISSAN,FRONTIER,9000.0,LOS RIOS,2012.0,204500.0,MANUAL,ASISTIDA,1488.0,4x2,AMARILLO,GASOLINA,
NISSAN,FRONTIER,8990.0,LOJA,2005.0,274000.0,MANUAL,HIDRAULICA,2400.0,4x2,PLOMO,GASOLINA,
NISSAN,FRONTIER,8900.0,LOJA,2005.0,270000.0,MANUAL,HIDRAULICA,2400.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,AMAROK,23800.0,AZUAY,2018.0,97000.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,DIESEL,
VOLKSWAGEN,AMAROK TDI,23800.0,AZUAY,2018.0,97000.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,DIESEL,
VOLKSWAGEN,AMAROK BI,23800.0,AZUAY,2018.0,97000.0,MANUAL,HIDRAULICA,2000.0,4x2,BLANCO,DIESEL,
VOLKSWAGEN,AMAROK,22500.0,PICHINCHA,2015.0,142669.0,MANUAL,HIDRAULICA,2000.0,4x4,BLANCO,DIESEL,
VOLKSWAGEN,AMAROK,22500.0,PICHINCHA,2015.0,142669.0,MANUAL,HIDRAULICA,2000.0,4x4,BLANCO,DIESEL,
VOLVO,XC60 T5 RDESIGN,24900.0,PICHINCHA,2014.0,81000.0,AUTOMATICA,ASISTIDA,2000.0,4x2,BLANCO,GASOLINA,
VOLVO,XC60,24900.0,PICHINCHA,2014.0,81000.0,AUTOMATICA,ASISTIDA,2000.0,4x2,BLANCO,GASOLINA,
VOLKSWAGEN,AMAROK TDI,27800.0,COTOPAXI,2019.0,106000.0,MANUAL,HIDRAULICA,2000.0,4x2,PLOMO,DIESEL,
VOLKSWAGEN,AMAROK,28000.0,PICHINCHA,2018.0,54000.0,MANUAL,MECANICA,2500.0,4x4,ROJO,DIESEL,
VOLKSWAGEN,AMAROK,27900.0,PICHINCHA,2018.0,104000.0,MANUAL,ELECTRONICA,2000.0,4x4,BLANCO,DIESEL,
VOLKSWAGEN,AMAROK,28500.0,MORONA SANTIAGO,2018.0,89000.0,MANUAL,MECANICA,2000.0,4x4,ROJO,DIESEL,
VOLKSWAGEN,AMAROK,28000.0,TUNGURAHUA,2017.0,82000.0,MANUAL,MECANICA,3956.0,4x2,VINO,DIESEL,
VOLVO,XC60,29900.0,PICHINCHA,2014.0,85223.0,AUTOMATICA,ASISTIDA,2000.0,4x2,AMARILLO,GASOLINA,
MERCEDES BENZ,C320,7900.0,PICHINCHA,2001.0,174154.0,AUTOMATICA,HIDRAULICA,3000.0,4x2,AZUL,GASOLINA,
MERCEDES BENZ,ML 320,9300.0,PICHINCHA,2002.0,250000.0,AUTOMATICA,HIDRAULICA,3500.0,4x4,BLANCO,GASOLINA,
NISSAN,TIIDA,8400.0,PICHINCHA,2011.0,205000.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,ROJO,GASOLINA,
NISSAN,TIIDA,9900.0,PICHINCHA,2012.0,248902.0,MANUAL,HIDRAULICA,1600.0,4x4,PLOMO,GASOLINA,
NISSAN,TIIDA ENTRY,9200.0,PICHINCHA,2014.0,205000.0,MANUAL,HIDRAULICA,1600.0,4x2,PLOMO,GASOLINA,
NISSAN,TIIDA ENTRY,8200.0,PICHINCHA,2014.0,160000.0,MANUAL,ELECTRONICA,1600.0,4x4,BLANCO,GASOLINA,
NISSAN,TIIDA,9800.0,PICHINCHA,2014.0,179000.0,MANUAL,ASISTIDA,1600.0,4x2,BLANCO,GASOLINA,
NISSAN,TIIDA,9990.0,CHIMBORAZO,2015.0,100000.0,MANUAL,ELECTRONICA,1600.0,4x2,CREMA,GASOLINA,
NISSAN,TIIDA,9900.0,EL ORO,2016.0,165000.0,9G-TRONIC,MECANICA,2499.0,4x2,CREMA,ELECTRICO,
MERCEDES BENZ,GLC 250,48000.0,IMBABURA,2018.0,92000.0,MULTITRONIC,ASISTIDA,2200.0,4x2,VERDE,HIBRIDO,
MERCEDES BENZ,GLC 250,45000.0,PICHINCHA,2018.0,87400.0,9G-TRONIC,ELECTRONICA,2000.0,4x4,PLOMO,GASOLINA,
MAZDA,CX7,9900.0,PICHINCHA,2011.0,162000.0,AUTOMATICA,HIDRAULICA,3000.0,4x2,PLOMO,GASOLINA,
MAZDA,CX7,9800.0,SANTO DOMINGO DE LOS TSACHILAS,2007.0,125000.0,AUTOMATICA,HIDRAULICA,2300.0,4x2,NEGRO,GASOLINA,
MERCEDES BENZ,GLC 300,42000.0,PICHINCHA,2016.0,75000.0,9G-TRONIC,ELECTRONICA,1496.0,AWD,ROJO,GASOLINA,
MERCEDES BENZ,E550,36500.0,PICHINCHA,2007.0,46332.0,AUTOMATICA,HIDRAULICA,5500.0,4x2,NEGRO,GASOLINA,
MERCEDES BENZ,C250 SPORT,43900.0,PICHINCHA,2018.0,48171.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,PLOMO,GASOLINA,
MERCEDES BENZ,GL450 4MATIC,49500.0,PICHINCHA,2013.0,75000.0,AUTOMATICA,ASISTIDA,4700.0,AWD,PLOMO,GASOLINA,
MERCEDES BENZ,C200 KIT ESTETICO  AMG,36000.0,PICHINCHA,2019.0,51000.0,AUTOMATICA,HIDRAULICA,1991.0,4x2,BLANCO,GASOLINA,
VOLVO,XC40 T4,31900.0,TUNGURAHUA,2019.0,91330.0,AUTOMATICA,ELECTRONICA,2000.0,AWD,PLOMO,GASOLINA,
VOLVO,XC40 T4,32900.0,PICHINCHA,2020.0,54574.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,BLANCO,GASOLINA,
VOLVO,XC40 KINETIC,33990.0,PICHINCHA,2020.0,64000.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,PLOMO,GASOLINA,
VOLVO,XC40 T4,35500.0,PICHINCHA,2020.0,60000.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,BLANCO,GASOLINA,
MAHINDRA,PICK UP,9800.0,GUAYAS,2013.0,199497.0,MANUAL,HIDRAULICA,2200.0,4x2,NEGRO,DIESEL,
MAHINDRA,PICK UP,9500.0,PICHINCHA,2011.0,154576.0,MANUAL,HIDRAULICA,2200.0,4x2,CAFE,DIESEL,
VOLVO,XC40 T4,35000.0,PICHINCHA,2020.0,72000.0,AUTOMATICA,HIDRAULICA,1969.0,4x2,BLANCO,GASOLINA,
VOLVO,XC40 R DESIGN,35900.0,PICHINCHA,2020.0,57000.0,TIPTRONIC,ELECTRONICA,2000.0,4x2,PLOMO,GASOLINA,
VOLVO,XC40 KINETIC,35900.0,PICHINCHA,2020.0,57000.0,TIPTRONIC,ELECTRONICA,2000.0,4x2,PLOMO,GASOLINA,
VOLVO,XC40 KINETIC,36900.0,PICHINCHA,2019.0,88670.0,AUTOMATICA,HIDRAULICA,2000.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,GOL,5900.0,PICHINCHA,2002.0,311000.0,MANUAL,ASISTIDA,1800.0,4x2,PLOMO,GASOLINA,
VOLKSWAGEN,GOL,5590.0,COTOPAXI,2003.0,438914.0,MANUAL,ASISTIDA,1800.0,4x2,VERDE,GASOLINA,
VOLKSWAGEN,GOL,6990.0,PICHINCHA,2010.0,232188.0,MANUAL,HIDRAULICA,1600.0,4x2,BLANCO,GASOLINA,
LAND ROVER,FREELANDER,8800.0,PICHINCHA,2000.0,200000.0,MANUAL,ASISTIDA,1800.0,4x2,PLOMO,GASOLINA,
LAND ROVER,FREELANDER,9500.0,PICHINCHA,2000.0,211000.0,MANUAL,HIDRAULICA,1800.0,4x4,ROJO,GASOLINA,
KIA,SORENTO GLS,7900.0,LOJA,2010.0,230000.0,MULTITRONIC,ASISTIDA,1967.0,AWD,CELESTE,GASOLINA,
KIA,SORENTO,7990.0,PICHINCHA,2006.0,310749.0,MANUAL,HIDRAULICA,2500.0,4x2,PLOMO,DIESEL,
KIA,SORENTO,7900.0,PICHINCHA,2006.0,209000.0,MANUAL,HIDRAULICA,2500.0,4x2,PLOMO,DIESEL,
KIA,PICANTO,7700.0,PICHINCHA,2012.0,192000.0,MANUAL,HIDRAULICA,1000.0,4x2,BLANCO,GASOLINA,
KIA,SPORTAGE ACTIVE,9990.0,PICHINCHA,2010.0,240000.0,AUTOMATICA,MECANICA,2700.0,4x2,CREMA,GASOLINA,
KIA,CERATO,9900.0,PICHINCHA,2015.0,158000.0,AUTOMATICA,ASISTIDA,1600.0,4x2,BLANCO,GASOLINA,
KIA,SOUL,9800.0,PICHINCHA,2011.0,147000.0,MANUAL,HIDRAULICA,1500.0,4x2,NEGRO,GASOLINA,
VOLKSWAGEN,AMAROK TDI,34000.0,AZUAY,2018.0,76344.0,MANUAL,HIDRAULICA,2000.0,4x4,BLANCO,DIESEL,
LAND ROVER,RANGE ROVER EVOQUE,39900.0,PICHINCHA,2016.0,58632.0,TIPTRONIC,ELECTRONICA,2000.0,4x4,PLOMO,GASOLINA,
LAND ROVER,RANGE ROVER SPORT SVR,39900.0,PICHINCHA,2012.0,89000.0,AUTOMATICA,ELECTRONICA,4000.0,4x4,PLOMO,GASOLINA,
LAND ROVER,RANGE ROVER SPORT,39900.0,PICHINCHA,2012.0,80000.0,AUTOMATICA,ASISTIDA,5000.0,4x4,PLOMO,GASOLINA,
LAND ROVER,DISCOVERY SPORT,38500.0,PICHINCHA,2017.0,110500.0,TIPTRONIC,ELECTRONICA,2000.0,4x4,AZUL,GASOLINA,
LAND ROVER,RANGE ROVER SPORT,38000.0,PICHINCHA,2006.0,136000.0,AUTOMATICA,HIDRAULICA,4600.0,AWD,ROJO,GASOLINA,
KIA,RIO,6900.0,PICHINCHA,2011.0,256909.0,AUTOMATICA,HIDRAULICA,1600.0,4x2,NEGRO,GASOLINA,
KIA,PICANTO,6600.0,PICHINCHA,2011.0,261587.0,MANUAL,MECANICA,1100.0,4x2,BLANCO,GASOLINA,
KIA,PICANTO LX,7200.0,PICHINCHA,2007.0,206500.0,MANUAL,HIDRAULICA,1200.0,4x2,ROJO,GASOLINA,
KIA,PICANTO EX,7200.0,PICHINCHA,2007.0,206500.0,MANUAL,HIDRAULICA,1200.0,4x2,ROJO,GASOLINA,
JEEP,GRAND CHEROKEE LIMITED,7900.0,GUAYAS,2001.0,450000.0,AUTOMATICA,ELECTRONICA,4000.0,4x4,VINO,GASOLINA,
JEEP,GRAND CHEROKEE,8400.0,PICHINCHA,2001.0,212000.0,AUTOMATICA,HIDRAULICA,4700.0,4x4,ROJO,GASOLINA,
JEEP,GRAND CHEROKEE LIMITED,8900.0,TUNGURAHUA,2001.0,191000.0,AUTOMATICA,HIDRAULICA,4700.0,4x4,AZUL,GASOLINA,
JEEP,GRAND CHEROKEE LIMITED,9800.0,EL ORO,2001.0,223000.0,AUTOMATICA,HIDRAULICA,4700.0,4x4,VERDE,GASOLINA,
JEEP,CHEROKEE LAREDO,9500.0,PICHINCHA,2001.0,179000.0,AUTOMATICA,HIDRAULICA,4700.0,4x4,AZUL,GASOLINA,
LAND ROVER,DISCOVERY III,27777.0,PICHINCHA,2006.0,248000.0,TIPTRONIC,HIDRAULICA,4000.0,4x4,PLOMO,GASOLINA,
LAND ROVER,RANGE ROVER EVOQUE S14,28990.0,PICHINCHA,2014.0,108000.0,AUTOMATICA,ELECTRONICA,2000.0,AWD,AZUL,GASOLINA,
HYUNDAI,GRAN I10,8900.0,PICHINCHA,2011.0,158000.0,MANUAL,HIDRAULICA,1100.0,4x2,PLOMO,GASOLINA,
KIA,SORENTO GLS,47470.0,PICHINCHA,2023.0,18166.0,TIPTRONIC,ELECTRONICA,3500.0,4x4,AZUL,GASOLINA,
KIA,SPORTAGE GT,30970.0,PICHINCHA,2023.0,34572.0,AUTOMATICA,ELECTRONICA,2000.0,4x2,NEGRO,GASOLINA,
KIA,SPORTAGE,31900.0,PICHINCHA,2023.0,20000.0,TIPTRONIC,ELECTRONICA,2000.0,4x2,ROJO,GASOLINA,
KIA,SPORTAGE GT,31900.0,PICHINCHA,2023.0,20000.0,TIPTRONIC,ELECTRONICA,2000.0,4x2,ROJO,GASOLINA,
